id_venda,data,cliente,produto,categoria,quantidade,preco_unitario,regiao,canal_venda,desconto
786,2024-03-25,Henrique Costa,Teclado Mecanico,Eletrônicos,1,249.9,Sul,Online,0.0
787,29/12/2025,Thiago Costa,Livro Python Pratico,Livros,1,79.9,Sudeste,Loja Fisica,0.15
788,2024-11-20,Julia Souza,Livro Python Pratico,Livros,2,77.5,Sudeste,WhatsApp,0.0
789,2024-01-06,Isabela Rodrigues,Teclado Mecanico,Eletronicos,1,249.9,Nordeste,Loja Fisica,0.05
790,2024-10-03,Carla Costa,Tenis Runner,Moda,1,299.9,Sudeste,Online,0.1
791,2024-07-10,Larissa Rodrigues,Teclado Mecanico,Eletronicos,1,249.9,Nordeste,Online,0.15
792,2025-07-22,Otavio Pereira,SSD 1TB,Eletronicos,2,459.9,Nordeste,Online,0.1
793,2024-01-27,Bruno Lima,Monitor 24,Eletronicos,1,799.9,Norte,Loja Fisica,0.0
794,2024-04-05,Sabrina Ferreira,SSD 1TB,Eletronicos,1,459.9,Sudeste,Marketplace,0.2
795,2025-01-29,Lucas Santos,Camiseta Dry Fit,Moda,1,49.9,Sudeste,Online,0.05
796,2025-02-01,Bruno Barbosa,Curso SQL Basico,Cursos,1,129.9,Nordeste,Online,0.0
797,2024-09-05,Rafael Almeida,SSD 1TB,Eletronicos,5,469.1,Sudeste,Loja Fisica,0.15
798,2025-12-02,Kaique Costa,Cadeira Office,Moveis,2,899.9,Sul,Online,0.0
799,2024-10-02,Isabela Santos,Headset Gamer,Eletronicos,2,199.9,Sudeste,Online,0.0
800,2024-05-29,Bruno Costa,Tablet Lite,Eletronicos,1,1499.9,Sudeste,Loja Fisica,0.1
801,2024-10-09,Larissa Santos,Curso SQL Basico,Cursos,3,129.9,Sudeste,Loja Fisica,0.05
802,2024-03-19,Julia Santos,Tablet Lite,Eletronicos,1,1499.9,Centro-Oeste,Online,0.05
803,2025-10-02,Natalia Ferreira,Luminaria LED,Casa,1,69.9,Nordeste,WhatsApp,0.0
804,2024-07-19,Marcos Souza,Caneca Termica,Casa,3,84.9,Nordeste,Online,0.0
805,2024-11-07,Lucas Pereira,Headset Gamer,Eletronicos,1,193.9,Nordeste,Loja Fisica,0.1
806,2025-09-27,Kaique Lima,Camiseta Dry Fit,Moda,4,49.9,Centro-Oeste,Online,0.05
807,2024-12-08,Larissa Gomes,Smartphone X,Eletronicos,2,2899.9,Sudeste,Loja Fisica,0.0
808,2024-05-19,Isabela Lima,Caneca Termica,Casa,1,84.9,Sudeste,Loja Fisica,0.0
809,2025-12-12,Felipe Rodrigues,Caneca Termica,Casa,2,84.9,Norte,Marketplace,0.1
810,2024-06-30,Kaique Lima,Camiseta Dry Fit,Moda,2,49.9,Sudeste,Online,0.0
811,2025-12-12,Thiago Rodrigues,Mochila Executiva,Acessorios,1,159.9,Nordeste,Loja Fisica,0.2
812,2024-09-05,Joao Pereira,Planner 2025,Papelaria,2,40.7,Sudeste,Online,0.1
813,2025-02-06,Julia Souza,Garrafa Termica,Casa,2,59.9,Sudeste,Online,0.15
814,2024-07-23,Rafael Almeida,Planner 2025,Papelaria,4,39.9,Sudeste,Loja Fisica,0.0
815,2025-11-29,Paula Silva,Cadeira Office,Moveis,4,899.9,Sudeste,WhatsApp,0.0
816,2025-12-26,Felipe Rodrigues,Smartphone X,Eletronicos,2,2899.9,Sudeste,Online,0.0
817,2025-12-10,Bruno Pereira,Mochila Executiva,Acessorios,1,155.1,Nordeste,Loja Fisica,0.0
818,2024-05-22,Thiago Santos,Tablet Lite,Eletronicos,1,1499.9,Sudeste,Marketplace,0.05
819,2024-09-15,Vanessa Costa,Luminaria LED,Casa,2,69.9,Sudeste,Online,0.05
820,2025-01-21,Bruno Rodrigues,Curso SQL Basico,Cursos,1,129.9,Centro-Oeste,Online,0.0
821,2025-05-05,Rafael Pereira,Caneca Termica,Casa,1,84.9,Sul,Marketplace,0.05
822,2025-06-02,William Pereira,SSD 1TB,Eletronicos,1,459.9,Sudeste,Loja Fisica,0.1
823,2024-02-07,Julia Barbosa,SSD 1TB,Moda,1,469.1,Sul,Online,0.15
824,2025-08-31,Thiago Souza,SSD 1TB,Eletronicos,1,459.9,Sudeste,Online,0.0
825,2024-09-11,Vanessa Gomes,Monitor 24,Eletronicos,2,799.9,Sul,Loja Fisica,0.05
826,2024-06-19,Thiago Ferreira,Tenis Runner,Moda,4,299.9,Norte,WhatsApp,0.0
827,2025-07-30,Thiago Gomes,Mouse Sem Fio,Eletronicos,1,87.2,Sudeste,Loja Fisica,0.0
828,2024-12-05,Larissa Souza,Livro Python Pratico,Livros,2,79.9,Sul,Online,0.0
829,2024-04-10,Henrique Oliveira,Notebook PRO 14,Eletronicos,1,4200.0,Sul,Marketplace,0.05
830,2025-06-15,Paula Ferreira,Webcam HD,Eletronicos,2,179.9,Sudeste,Marketplace,0.05
831,2024-08-14,Marcos Lima,Planner 2025,Papelaria,2,39.9, Sul ,Loja Fisica,0.05
832,2025-04-19,Vanessa Ferreira,Livro Python Pratico,Livros,2,79.9,Sudeste,Online,0.0
833,2024-06-03,Julia Silva,Webcam HD,Eletronicos,2,179.9,Sudeste,Online,0.1
834,2024-04-17,Isabela Pereira,Tablet Lite,Eletronicos,1,1499.9,Nordeste,Online,0.0
835,2024-04-28,Yasmin Costa,Teclado Mecanico,Eletronicos,1,249.9,Sudeste,Loja Fisica,
836,2024-11-15,Joao Rodrigues,Tenis Runner,Moda,2,290.9,Nordeste,Loja Fisica,0.0
837,2025-06-17,Natalia Lima,Mesa Compacta,Moveis,1,662.9,Sudeste,Marketplace,0.05
838,2024-04-09,Marcos Barbosa,Tablet Lite,Eletronicos,1,1499.9,Nordeste,Online,0.0
839,2024-11-22,Bruno Santos,Smartphone X,Eletronicos,2,2899.9,Norte,WhatsApp,0.15
840,2025-12-28,Carla Silva,Mouse Sem Fio,Eletronicos,1,89.9,Nordeste,Online,0.05
841,2025-10-25,Carla Gomes,Camiseta Dry Fit,Moda,8,49.9,Sudeste,WhatsApp,0.0
842,2024-09-06,Otavio Costa,Cadeira Office,Moveis,1,899.9,Norte,Online,0.1
843,2024-06-12,Joao Almeida,SSD 1TB,Eletronicos,1,459.9,Sudeste,Online,0.0
844,04-18-2025,Gabriela Pereira,Curso SQL Basico,Cursos,1,129.9,Nordeste,WhatsApp,0.05
845,2024-07-09,Thiago Gomes,Cadeira Office,Moveis,1,899.9,Sudeste,Online,0.0
846,2025-02-09,Lucas Barbosa,Curso SQL Basico,Cursos,2,129.9,Sudeste,Loja Fisica,0.05
847,2024-07-21,Marcos Ferreira,Caneca Termica,Casa,2,84.9,Centro-Oeste,Marketplace,0.2
848,2025-02-02,Lucas Barbosa,Curso SQL Básico,Cursos,3,129.9,Sul,Online,0.0
849,2024-07-29,Henrique Barbosa,Mesa Compacta,Moveis,5,649.9,Nordeste,Marketplace,0.0
850,2025-08-14,Carla Almeida,Teclado Mecanico,Eletronicos,1,249.9,Sudeste,Marketplace,0.1
851,2025-01-09,Joao Oliveira,Cadeira office,Moveis,1,899.9,Sudeste,Online,0.0
852,2024-04-26,Henrique Gomes,Smartphone X,Eletronicos,1,2899.9,Sudeste,WhatsApp,0.0
853,2025-06-24,Thiago Lima,Tablet Lite,Eletronicos,1,1499.9,Nordeste,Online,0.2
854,2025-02-01,Sabrina Pereira,Caneca Termica,Casa,8,84.9,Nordeste,Online,0.1
855,2024-04-26,Julia Lima,Planner 2025,Papelaria,2,39.9,Sudeste,Loja Fisica,0.0
856,2025-09-24,Eduarda Gomes,Smartphone X,Eletronicos,1,2812.9,Sudeste,Online,0.1
857,2025-09-21,Rafael Souza,Mochila Executiva,Acessorios,1,159.9,Sudeste,Loja Fisica,0.0
858,2024-11-16,Carla Oliveira,Headset Gamer,Eletronicos,0,199.9,Sudeste,Loja Física,0.05
859,2024-04-29,Eduarda Lima,Mochila Executiva,Acessorios,1,159.9,Centro-Oeste,Online,0.05
860,2025-06-07,Kaique Pereira,Headset Gamer,Eletronicos,1,199.9,Norte,Loja Fisica,0.0
861,2024-05-21,Rafael Pereira,Caneca Termica,Casa,3,84.9,Sul,Online,0.05
862,2024-07-09,Natalia Gomes,Curso SQL Basico,Cursos,2,129.9,Sudeste,Online,0.05
863,2025-12-11,Thiago Costa,SSD 1TB,Eletronicos,1,459.9,Norte,Marketplace,0.05
864,2024-06-19,Natalia Santos,SSD 1TB,Eletronicos,2,459.9,Sul,Online,0.1
865,2024-07-10,Joao Rodrigues,Headset Gamer,Eletronicos,1,199.9,Nordeste,Online,0.0
866,2024-02-24,Julia Silva,Caneca Termica,Casa,3,84.9,Sudeste,Online,0.05
867,19/05/2024,Felipe Pereira,Tablet Lite,Eletronicos,1,1499.9,Nordeste,Loja Fisica,0.0
868,2025-06-01,Thiago Rodrigues,SSD 1TB,Eletronicos,1,459.9,Sul,Online,0.05
869,2025-12-02,Natalia Pereira,Curso SQL Basico,Cursos,2,129.9,Sul,Online,0.0
870,2025-05-15,Eduarda Souza,Smartphone X,Eletronicos,1,2899.9,Sudeste,Loja Fisica,0.1
871,2024-02-01,Gabriela Santos,Planner 2025,Papelaria,4,39.9,Centro-Oeste,Marketplace,0.0
872,2024-10-08,Gabriela Almeida,Mouse Sem Fio,Eletronicos,2,89.9,Nordeste,Online,1.2
873,2024-06-21,Marcos Ferreira,Mochila Executiva,Acessorios,2,159.9,Nordeste,Marketplace,0.1
874,2025-07-16,Otavio Souza,Tablet Lite,Eletronicos,1,1499.9,Nordeste,WhatsApp,0.05
875,2024-04-26,Henrique Almeida,Planner 2025,Papelaria,5,39.9,Sudeste,Loja Fisica,0.2
876,2025-07-09,Ana Barbosa,Tenis Runner,Moda,1,299.9,Sudeste,Loja Fisica,0.05
877,2025-07-13,Felipe Pereira,Smartphone X,Eletronicos,1,2899.9,Centro-Oeste,Online,0.05
878,2025-10-31,Gabriela Santos,Monitor 24,Eletronicos,1,799.9,Sudeste,Online,0.0
879,2025-04-05,Henrique Lima,Mouse Sem Fio,Eletronicos,2,89.9,Sudeste,Marketplace,0.15
880,2025-03-25,Carla Oliveira,Teclado Mecanico,Eletronicos,4,249.9,Sudeste,Online,0.0
881,2025-08-25,William Lima,Mesa Compacta,Moveis,1,649.9,Nordeste,Online,0.1
882,2025-10-09,Larissa Costa,Caneca Termica,Casa,5,84.9,Sul,Marketplace,0.0
883,2024-05-22,Felipe Oliveira,Caneca Termica,Casa,4,84.9,Centro-Oeste,Loja Fisica,0.05
884,2025-08-06,Julia Almeida,Mouse Sem Fio,Eletronicos,2,91.7,Sul,Marketplace,0.0
885,2025-09-03,Paula Costa,Garrafa Termica,Casa,4,59.9,Sudeste,Marketplace,0.2
886,2025-12-21,Isabela Santos,Camiseta Dry Fit,Moda,1,49.9,Sudeste,Loja Fisica,0.1
887,2024-09-30,Otavio Gomes,Planner 2025,Papelaria,1,39.9,Norte,Loja Fisica,0.05
888,2024-05-18,Larissa Silva,Monitor 24,Eletronicos,1,799.9,Nordeste,Marketplace,0.05
889,2025-11-02,Diego Barbosa,Garrafa Termica,Casa,3,59.9,Sudeste,Online,0.1
890,2024-09-12,Diego Barbosa,Headset Gamer,Eletronicos,2,199.9,Nordeste,Marketplace,0.1
891,2024-09-10,Vanessa Pereira,Camiseta Dry Fit,Moda,5,49.9,Sudeste,Online,0.0
892,2024-05-25,Rafael Gomes,Tablet Lite,Eletronicos,1,1499.9,Sul,Loja Fisica,0.05
893,2025-10-04,Larissa Pereira,Garrafa Termica,Casa,6,59.9,Centro-Oeste,Marketplace,0.0
894,2024-03-18,Thiago Souza,Smartphone X,Eletronicos,1,2899.9,Sudeste,WhatsApp,0.0
895,2025-06-11,Yasmin Santos,Livro Python Pratico,Livros,1,79.9,Sudeste,Online,0.15
896,2025-04-10,Natalia Lima,Tenis Runner,Moda,1,290.9,Nordeste,WhatsApp,0.0
897,2024-01-03,Yasmin Souza,Planner 2025,Papelaria,3,39.9,Sudeste,Online,0.1
898,2025-10-12,Vanessa Barbosa,Smartphone X,Eletronicos,2,2899.9,Sudeste,Online,0.05
899,2024-03-05,Paula Pereira,Tenis Runner,Moda,2,305.9,Sudeste,Online,0.05
900,2025-03-15,Felipe Rodrigues,Mesa Compacta,Móveis,1,649.9,Sul,Online,0.0
901,2024-11-26,Isabela Lima,Garrafa Termica,Casa,1,59.9,Norte,Marketplace,0.15
902,2025-08-14,Diego Ferreira,SSD 1TB,Eletronicos,1,459.9,Nordeste,Online,0.1
903,2024-12-17,Vanessa Silva,Tablet Lite,Eletronicos,1,1499.9,Nordeste,Loja Fisica,0.0
904,2024-04-11,Thiago Rodrigues,Mouse Sem Fio,Eletronicos,4,89.9,Nordeste,Online,0.2
905,2024-05-07,Eduarda Rodrigues,Notebook Pro 14,Eletronicos,1,4200.0,Nordeste,Online,0.0
906,2024-01-01,Larissa Oliveira,Smartphone X,Eletronicos,1,2899.9,Sudeste,Loja Fisica,0.05
907,2025-10-27,Isabela Costa,Headset Gamer,Eletronicos,3,203.9,Norte,Marketplace,0.05
908,2024-04-05,Thiago Lima,Garrafa Termica,Casa,8,61.1,Sudeste,Online,0.05
909,2024-03-25,Julia Gomes,Garrafa Termica,Casa,1,59.9,Sudeste,Online,0.0
910,2024-02-23,Kaique Gomes,Cadeira Office,Moveis,1,872.9,Sul,Online,0.1
911,2025-12-17,Gabriela Pereira,Mochila Executiva,Acessorios,1,159.9,Nordeste,Online,0.0
912,2025-12-21,Carla Silva,Teclado Mecanico,Eletronicos,1,249.9,Centro-Oeste,Online,0.0
913,2025-05-03,Bruno Costa,Mesa Compacta,Moveis,3,662.9,Sudeste,Online,0.0
914,2024-08-19,Otavio Gomes,Planner 2025,Papelaria,2,39.9,Centro-Oeste,Online,0.0
915,2024-01-10,Lucas Barbosa,Smartphone X,Eletronicos,1,2899.9,Sudeste,Online,0.0
916,2024-05-03,Larissa Barbosa,Camiseta Dry Fit,Moda,5,49.9,Sudeste,Online,0.2
917,2025-05-04,Bruno Oliveira,Headset Gamer,Eletronicos,3,199.9,Nordeste,Marketplace,0.0
918,2024-04-01,Yasmin Souza,Livro Python Pratico,Livros,2,79.9,Sul,Marketplace,0.1
919,2024-11-16,Julia Santos,Monitor 24,Eletronicos,1,799.9,Centro-Oeste,Online,0.0
920,2025-01-26,DIEGO GOMES,Headset Gamer,Eletronicos,1,199.9,Nordeste,Loja Fisica,0.0
921,2024-03-11,Otavio Ferreira,Headset Gamer,Eletronicos,1,199.9,Sudeste,Loja Fisica,0.05
922,2025-09-16,Thiago Costa,Notebook Pro 14,Eletronicos,1,4074.0,Nordeste,Online,0.0
923,2024-12-25,Yasmin Oliveira,Smartphone X,Eletronicos,1,2812.9,Sul,WhatsApp,0.0
924,2025-02-25,Sabrina Gomes,Headset Gamer,Eletronicos,1,199.9,Sudeste,WhatsApp,0.0
925,2024-08-10,Bruno Souza,Smartphone X,Eletronicos,1,2899.9,Sul,Online,0.1
926,2024-05-06,Rafael Barbosa,Headset Gamer,Eletronicos,2,199.9,Nordeste,Online,0.2
927,25/12/2024,Larissa Lima,Livro Python Pratico,Livros,3,79.9,Sudeste,Marketplace,0.0
928,2024-09-10,Henrique Gomes,Headset Gamer,Eletronicos,1,199.9,Sudeste,Online,0.0
929,2024-09-11,Paula Ferreira,Teclado Mecanico,Eletronicos,2,249.9,Sudeste,Online,0.0
930,2025-09-14,Isabela Barbosa,Caneca Termica,Casa,4,84.9,Sudeste,Loja Fisica,0.0
931,2025-11-05,Isabela Oliveira,Notebook Pro 14,Eletronicos,1,4200.0,Sudeste,Marketplace,0.0
932,2025-09-13,Otavio Oliveira,Webcam HD,Eletronicos,3,179.9,Centro-Oeste,Loja Fisica,0.0
933,2024-10-29,Thiago Silva,Livro Python Pratico,Livros,1,79.9,Norte,Loja Fisica,0.0
934,2025-05-21,Kaique Souza,Luminaria LED,Casa,1,69.9,Nordeste,Online,0.0
935,2025-05-26,Thiago Ferreira,Luminaria LED,Casa,1,69.9,Sudeste,Online,0.0
936,2025-06-24,Lucas Lima,Teclado Mecanico,Eletronicos,1,249.9,Sul,Online,0.1
937,2024-05-15,Kaique Ferreira,Camiseta Dry Fit,Moda,3,49.9,Sudeste,Online,0.0
938,2025-01-09,Paula Gomes,Curso SQL Basico,Cursos,1,132.5,Sudeste,Marketplace,0.0
939,2025-04-27,Bruno Silva,Cadeira office,Moveis,2,899.9,Sudeste,Marketplace,0.0
940,2024-03-10,Lucas Santos,Planner 2025,Papelaria,1,39.9,Sudeste,Marketplace,0.0
941,2024-02-10,Ana Pereira,Mesa Compacta,Moveis,4,649.9,Sudeste,Loja Fisica,0.0
942,2024-10-20,Thiago Barbosa,Webcam HD,Eletronicos,1,179.9,Sudeste,Marketplace,0.0
943,2025-03-01,Larissa Barbosa,Webcam HD,Eletronicos,3,179.9,Sudeste,Marketplace,0.2
944,2024-03-25,Thiago Almeida,Livro Python Pratico,Livros,2,77.5,Sul,Marketplace,0.0
945,2025-09-22,Diego Santos,SSD 1TB,Eletronicos,1,459.9,Sudeste,Online,0.1
946,2024-11-13,Bruno Almeida,Teclado Mecanico,Eletronicos,2,249.9,Nordeste,Loja Fisica,0.05
947,2024-06-08,Paula Lima,Mesa Compacta,Moveis,1,662.9,Sudeste,Loja Fisica,0.0
948,2025-08-23,Thiago Gomes,Livro Python Pratico,Livros,2,79.9,Sul,Online,0.05
949,2024-11-13,William Pereira,Teclado Mecanico,Eletronicos,1,249.9,Sudeste,Online,0.0
950,2024-02-29,Gabriela Souza,Luminaria LED,Casa,1,69.9,Norte,Online,0.2
951,2024-04-28,Marcos Ferreira,Curso SQL Basico,Cursos,2,129.9,Sul,Loja Fisica,0.0
952,2024-02-26,Isabela Gomes,Caneca Termica,Casa,4,84.9,Sudeste,WhatsApp,
953,2024-05-02,Lucas Barbosa,Cadeira Office,Moveis,2,899.9,Norte,Marketplace,0.0
954,2025-12-19,Lucas Costa,Headset Gamer,Eletronicos,2,199.9,Sudeste,Online,0.05
955,2024-12-21,Otavio Almeida,Tablet Lite,Eletronicos,1,1499.9,Sul,Online,0.1
956,2024-06-19,Julia Costa,Garrafa Termica,Casa,2,59.9,Nordeste,Loja Fisica,0.05
957,2024-04-30,,Garrafa Termica,Casa,1,59.9,Norte,Online,0.05
958,2024-10-05,Otavio Souza,Curso SQL Basico,Cursos,2,129.9,Sudeste,WhatsApp,0.1
959,2025-12-30,Rafael Gomes,Garrafa Termica,Casa,2,59.9,Norte,Loja Fisica,0.0
960,2025-05-23,Marcos Almeida,Teclado Mecanico,Eletronicos,1,249.9,Sudeste,Loja Fisica,0.0
961,2024-02-26,Natalia Ferreira,Tenis Runner,Moda,2,299.9,Sul,Loja Fisica,0.15
962,2025-01-11,Eduarda Santos,Cadeira Office,Moveis,2,899.9,Nordeste,Loja Fisica,0.05
963,2025-08-10,Vanessa Barbosa,Monitor 24,Eletronicos,1,799.9,Sudeste,Online,0.05
964,2024-08-21,Yasmin Almeida,Monitor 24,Eletronicos,2,799.9,Nordeste,Online,0.0
965,2024-02-15,Lucas Oliveira,Notebook Pro 14,Eletronicos,1,4200.0,Centro-Oeste,Loja Fisica,0.0
966,2025-04-28,JULIA PEREIRA,Mouse Sem Fio,Eletronicos,3,89.9,Centro-Oeste,Loja Fisica,0.0
967,2024-07-02,Ana Almeida,Headset Gamer,Eletronicos,1,199.9,Sul,Online,0.05
968,2024-08-17,Joao Oliveira,Curso SQL Basico,Cursos,1,129.9,Nordeste,WhatsApp,0.05
969,2024-11-23,Henrique Souza,Curso SQL Basico,Cursos,1,129.9,Sudeste,Online,0.0
970,2025-01-16,Carla Almeida,Planner 2025,Papelaria,1,38.7,Nordeste,Loja Física,0.1
971,2024-07-02,Gabriela Almeida,Mouse Sem Fio,Eletronicos,1,89.9,Norte,Online,0.15
972,2025-02-14,Bruno Rodrigues,Mouse Sem Fio,Eletronicos,2,87.2,Sul,Online,0.0
973,2024-11-14,Joao Souza,Mochila Executiva,Acessorios,1,159.9,Sudeste,Loja Fisica,0.0
974,2025-04-12,Lucas Lima,SSD 1TB,Eletrônicos,1,469.1,Sudeste,Online,0.1
975,2024-10-25,Rafael Santos,Mesa Compacta,Moveis,5,649.9,Sul,Loja Fisica,0.1
976,2024-09-05,Marcos Lima,Caneca Termica,Casa,3,84.9,Sudeste,Marketplace,0.0
977,2025-05-20,Felipe Barbosa,Planner 2025,Papelaria,1,39.9,Sudeste,Marketplace,0.05
978,2024-09-08,Diego Silva,SSD 1TB,Eletrônicos,1,459.9,Centro-Oeste,Marketplace,0.05
979,2024-01-25,Gabriela Almeida,Curso SQL Basico,Cursos,1,129.9,Norte,WhatsApp,0.0
980,2025-10-13,William Silva,Tenis Runner,Moda,1,299.9,Sudeste,WhatsApp,0.05
981,2024-01-02,Vanessa Pereira,Camiseta Dry Fit,Moda,4,49.9,Sudeste,Marketplace,0.05
982,2024-04-16,Felipe Almeida,Mochila Executiva,Acessorios,2,159.9,Nordeste,Online,0.0
983,2025-03-05,Natalia Silva,Luminaria LED,Casa,2,69.9,Sudeste,Online,0.0
984,2025-12-29,Henrique Souza,Headset Gamer,Eletronicos,1,199.9,Nordeste,Loja Fisica,0.0
985,2024-08-25,Otavio Pereira,Mouse Sem Fio,Eletronicos,1,89.9,Sul,Online,0.0
986,2025-04-14,Yasmin Souza,Tenis Runner,Moda,2,290.9,Sudeste,Loja Fisica,0.0
987,2024-04-07,Otavio Costa,Planner 2025,Papelaria,5,39.9,Sul,Online,0.05
988,2024-03-17,Rafael Ferreira,Livro Python Pratico,Livros,1,79.9,Sul,Online,0.2
989,2025-03-21,Vanessa Costa,Mouse Sem Fio,Eletronicos,4,89.9,Sudeste,WhatsApp,0.0
990,2024-10-25,Henrique Lima,Luminaria LED,Casa,2,69.9,Sudeste,WhatsApp,0.0
991,2025-12-18,Yasmin Lima,Livro Python Pratico,Livros,2,79.9,Norte,Online,0.0
992,2025-04-08,Henrique Oliveira,Camiseta Dry Fit,Moda,4,49.9,Sudeste,WhatsApp,0.0
993,2024-07-26,Diego Ferreira,Teclado Mecânico,Eletronicos,1,249.9,Sul,Online,0.2
994,2024-06-08,Carla Costa,Monitor 24,Eletronicos,1,799.9,Sudeste,Online,0.05
995,2025-04-22,Joao Pereira,Smartphone X,Eletronicos,2,2899.9,Nordeste,Online,0.0
996,2025-07-02,Julia Oliveira,Monitor 24,Eletronicos,1,799.9,Sudeste,Online,0.0
997,2024-11-11,Marcos Santos,Smartphone X,Eletronicos,3,2899.9,Nordeste,Loja Fisica,0.1
998,2024-04-02,Eduarda Gomes,Monitor 24,Eletronicos,2,799.9,Sudeste,Loja Fisica,0.0
999,2025-12-22,William Ferreira,Mochila Executiva,Acessorios,2,159.9,Norte,Online,0.2
1000,2024-08-08,Joao Costa,Mouse Sem Fio,Eletronicos,6,89.9,Sudeste,Loja Fisica,0.1
1001,2025-12-29,Gabriela Lima,Teclado Mecanico,Eletronicos,1,249.9,Sudeste,Online,0.2
1002,2025-06-09,Ana Gomes,Livro Python Pratico,Livros,1,79.9,Sul,Loja Fisica,0.0
1003,2024-09-23,Eduarda Silva,Mochila Executiva,Acessorios,1,159.9,Sul,Online,0.1
1004,2025-04-08,Paula Barbosa,Livro Python Pratico,Livros,1,79.9,Sul,Loja Fisica,0.0
1005,2024-09-12,Carla Rodrigues,SSD 1TB,Eletronicos,3,459.9,Centro-Oeste,Online,0.0
1006,2024-05-23,Carla Silva,Monitor 24,Eletronicos,2,799.9,Sudeste,Online,0.0
1007,2024-08-15,Diego Oliveira,Mouse Sem Fio,Eletronicos,2,89.9,Sul,Loja Fisica,0.0
1008,2025-01-16,Vanessa Gomes,Livro Python Pratico,Livros,1,79.9,Sudeste,WhatsApp,0.0
1009,2025-08-19,Rafael Santos,Teclado Mecanico,Eletronicos,2,242.4,Centro-Oeste,Online,0.0
1010,2024-01-23,Bruno Oliveira,Teclado Mecanico,Eletronicos,2,249.9,Nordeste,Online,0.05
1011,2024-05-11,Bruno Lima,Smartphone X,Eletronicos,1,2899.9,Sudeste,Online,0.1
1012,2024-02-13,Marcos Silva,Monitor 24,Eletronicos,1,799.9,Sudeste,Online,0.0
1013,2025-08-10,Larissa Barbosa,Cadeira Office,Moveis,3,917.9,Centro-Oeste,Loja Fisica,0.15
1014,2025-05-23,Lucas Pereira,Livro Python Pratico,Livros,1,79.9,Sudeste,Online,0.2
1015,2024-06-25,Julia Oliveira,Curso SQL Basico,Cursos,1,132.5,Centro-Oeste,Online,0.0
1016,2024-10-08,Henrique Rodrigues,Cadeira Office,Moveis,1,899.9,Sudeste,Online,0.0
1017,2024-02-05,Sabrina Ferreira,Headset Gamer,Eletronicos,1,199.9,Centro-Oeste,Online,0.0
1018,2024-09-08,Thiago Santos,Caneca Termica,Casa,6,82.35,,Loja Fisica,0.15
1019,2025-02-25,Paula Rodrigues,Tablet Lite,Eletronicos,2,1529.9,Sul,Online,0.0
1020,2024-03-30,Henrique Pereira,Mouse Sem Fio,Eletronicos,1,89.9,Centro-Oeste,Online,0.1
1021,2025-03-05,Felipe Gomes,Headset Gamer,Eletronicos,5,199.9,Centro-Oeste,Loja Fisica,0.05
1022,2024-09-12,Thiago Almeida,Webcam HD,Eletronicos,1,179.9,Sul,Marketplace,0.05
1023,2025-01-26,William Lima,Notebook Pro 14,Eletronicos,1,4284.0,Sudeste,Loja Fisica,0.05
1024,2025-07-11,Natalia Lima,Tablet Lite,Eletronicos,2,1499.9,Sudeste,Marketplace,0.0
1025,2025-05-29,Joao Pereira,Planner 2025,Papelaria,2,39.9,Sudeste,Loja Fisica,0.1
1026,2024-07-03,Lucas Lima,Garrafa Termica,Casa,5,59.9,Nordeste,Online,0.05
1027,2024-08-12,Lucas Santos,Caneca Termica,Casa,4,84.9,Sudeste,Online,0.2
1028,2025-04-28,Otavio Lima,Mouse Sem Fio,Eletronicos,1,89.9,Sudeste,Marketplace,0.05
1029,2024-08-26,Eduarda Souza,Planner 2025,Papelaria,-1,39.9,Sudeste,Online,0.15
1030,2025-11-03,Gabriela Santos,Luminaria LED,Casa,4,69.9,Sul,Online,0.0
1031,2024-02-27,Gabriela Ferreira,SSD 1TB,Eletronicos,4,459.9,Sudeste,Online,0.05
1032,2024-12-29,Eduarda Costa,Livro Python Pratico,Livros,1,79.9,Sudeste,,0.0
1033,2025-08-29,Joao Barbosa,Luminaria LED,Casa,1,69.9,Centro-Oeste,Loja Física,0.0
1034,2025-08-28,Lucas Barbosa,Tenis Runner,Moda,1,299.9,Sul,Online,0.0
1035,2025-08-04,Rafael Costa,Tenis Runner,Moda,5,299.9,Nordeste,Loja Fisica,0.1
1036,2024-07-11,Natalia Almeida,Planner 2025,Papelaria,4,39.9,Norte,Loja Fisica,0.1
1037,2024-06-28,Natalia Silva,Mochila Executiva,Acessorios,3,159.9,Norte,Marketplace,0.05
1038,2024-02-27,Gabriela Ferreira,Teclado Mecanico,Eletrônicos,1,249.9,Sul,Online,0.0
1039,2024-01-21,Otavio Rodrigues,Luminaria LED,Casa,2,69.9,Sudeste,Online,0.0
1040,2024-12-05,Sabrina Oliveira,Notebook Pro 14,Eletronicos,1,4200.0,Sudeste,Loja Fisica,0.0
1041,2024-12-14,William Costa,Headset Gamer,Eletrônicos,1,199.9,Sul,WhatsApp,0.1
1042,2024-03-01,Lucas Costa,Camiseta Dry Fit,Moda,2,49.9,Centro-Oeste,Loja Fisica,0.1
1043,2025-12-22,Diego Souza,Planner 2025,Papelaria,2,39.9,Sudeste,Online,0.0
1044,2025-01-08,Bruno Lima,Webcam HD,Eletronicos,1,179.9,Sudeste,Online,0.1
1045,2025-08-23,Carla Lima,Livro Python Pratico,Livros,1,79.9,Sul,Online,0.0
1046,2024-11-26,Diego Costa,Mochila Executiva,Acessorios,2,159.9,Sul,Online,0.1
